Gene ID	Gene Name	Design Element	'heat-killed Escherichia coli' vs 'none' in 'normal'.foldChange	'heat-killed Escherichia coli' vs 'none' in 'normal'.pValue	'heat-killed Escherichia coli' vs 'none' in 'normal'.tStat	'heat-killed Escherichia coli' vs 'none' in 'ulcerative colitis'.foldChange	'heat-killed Escherichia coli' vs 'none' in 'ulcerative colitis'.pValue	'heat-killed Escherichia coli' vs 'none' in 'ulcerative colitis'.tStat	'ulcerative colitis' vs 'normal' in 'heat-killed Escherichia coli'.foldChange	'ulcerative colitis' vs 'normal' in 'heat-killed Escherichia coli'.pValue	'ulcerative colitis' vs 'normal' in 'heat-killed Escherichia coli'.tStat	'ulcerative colitis' vs 'normal' in 'none'.foldChange	'ulcerative colitis' vs 'normal' in 'none'.pValue	'ulcerative colitis' vs 'normal' in 'none'.tStat
ENSG00000111181	SLC6A12	206058_at	0.4	0.417525117	1.10149345	-0.5	0.027118753	-2.48935558	-0.7	0.998683232	-2.038237563	0.1	0.979131883	0.305185387
ENSG00000111186	WNT5B	223537_s_at				0.4	2.43E-04	4.345465055						
ENSG00000111196	MAGOHB	218894_s_at	0.5	0.005936083	3.998520569	0.3	0.002578427	3.473805507	-0.2	0.998683232	-1.443629841			
ENSG00000111199	TRPV4	219516_at				0.3	0.00257058	3.474978322						
ENSG00000111203	ITFG2	226295_at	-1	4.69E-05	-7.844679031	-1.2	2.31E-13	-11.78742743	-0.1	0.998683232	-0.771643056			
ENSG00000111206	FOXM1	202580_x_at	-0.4	0.295976755	-1.398271205	-0.4	0.092335653	-1.88176969	-0.1	0.998683232	-0.150833041			
ENSG00000111218	PRMT8	230839_at	0.2	0.419874559	1.096638692	0.3	5.65E-05	4.855158999	0.1	0.998683232	0.978976359			
ENSG00000111224	PARP11	229138_at	0.2	0.502489906	0.922492505	0.3	0.03563833	2.362738563						
ENSG00000111229	ARPC3	1565705_x_at	0.2	0.434030998	1.065841458	0.3	3.25E-04	4.242509454	0.1	0.998683232	0.993734273			
ENSG00000111231	GPN3	218461_at	-0.8	3.15E-04	-6.125389917	-0.8	4.89E-09	-8.002421131	-0.3	0.998683232	-2.027491609			
ENSG00000111241	FGF6	208417_at				0.3	8.47E-04	3.894897846	0.1	0.998683232	0.702884325			
ENSG00000111245	MYL2	209742_s_at	-0.1	0.707933312	-0.543252567	0.4	9.54E-06	5.455049794	0.3	0.998683232	2.479216614			
ENSG00000111247	RAD51AP1	204146_at	-1.2	0.0039088	-4.275446475	-1.2	7.23E-08	-7.086057251	-0.2	0.998683232	-0.612640899	-0.2	0.914456609	-0.690747991
ENSG00000111249	CUX2	213920_at	-2.4	9.32E-05	-7.179988937	-1.9	5.21E-08	-7.196658329	0.4	0.998683232	1.47224619	-0.1	0.985005991	-0.231452351
ENSG00000111252	SH2B3	203320_at	0.3	0.145636226	1.931727728	0.2	0.080766116	1.953401445	-0.3	0.98132365	-2.600645799			
ENSG00000111254	AKAP3	207344_at	0.2	0.391892892	1.161281049	0.2	0.106951424	1.801565264						
ENSG00000111261	MANSC1	220945_x_at	-0.1	0.654853667	-0.637230673	-0.7	4.11E-04	-4.15902839	-0.1	0.998683232	-0.493760192	0.5	0.482380954	2.011202756
ENSG00000111262	KCNA1	208479_at	0.2	0.348346868	1.263470157	0.3	6.60E-04	3.985890159						
ENSG00000111266	DUSP16	224832_at	1.4	2.42E-04	6.344516501	1.3	4.71E-12	10.55430829	-0.2	0.998683232	-0.788380508			
ENSG00000111269	CREBL2	201989_s_at	-0.4	0.0011863	-5.107545971	-0.4	1.75E-07	-6.788351871						
ENSG00000111271	ACAD10	219986_s_at	-0.5	0.004824929	-4.135770508	-0.6	9.33E-13	-11.20629536						
ENSG00000111275	ALDH2	201425_at	-0.1	0.606229946	-0.725687165	-0.3	0.004337993	-3.269883311	0.1	0.998683232	0.450360653			
ENSG00000111276	CDKN1B	209112_at	-0.2	0.571424094	-0.789778326	-0.2	0.177964668	-1.504451817						
ENSG00000111291	GPRC5D	221297_at	-0.3	0.064573652	-2.478612588	0.1	0.086049153	1.919652699	0.3	0.955049488	2.92089351			
ENSG00000111300	NAA25	227245_at	0.2	0.390945312	1.163681749	0.3	9.17E-04	3.865300597	0.2	0.998683232	0.952628532			
ENSG00000111305	GSG1	221252_s_at	-0.6	0.161682987	-1.855907584	-0.6	0.011162833	-2.880235839						
ENSG00000111319	SCNN1A	217264_s_at	0.5	0.00332455	4.383759242	0.3	1.38E-04	4.544476589	-0.2	0.998683232	-1.431105339			
ENSG00000111321	LTBR	203005_at	-0.9	8.91E-04	-5.31782123	-0.7	1.73E-06	-6.026771837	0.2	0.998683232	1.13189821			
ENSG00000111328	CDK2AP1	201938_at	-0.5	0.004167853	-4.232825167	-0.3	9.97E-06	-5.440730958						
ENSG00000111331	OAS3	218400_at	2.3	5.34E-05	7.71557879	2.3	2.22E-14	12.81199266						
ENSG00000111335	OAS2	204972_at	2.3	8.08E-05	7.309694546	2.3	6.66E-15	13.3762053						
ENSG00000111339	ART4	207220_at				0.1	0.212431486	1.392229765	0.1	0.998683232	0.667496019			
ENSG00000111341	MGP	202291_s_at	0.1	0.653726531	0.639469727	0.1	0.596477458	0.604238163	0.1	0.998683232	0.644578553			
ENSG00000111344	RASAL1	219752_at	-2	0.002670082	-4.532917641	-3.4	2.55E-16	-14.97925423	0.1	0.998683232	0.365260468	1.5	0.10409998	3.669735212
ENSG00000111348	ARHGDIB	201288_at				-0.2	2.01E-04	-4.4125503	-0.1	0.998683232	-0.872991016			
ENSG00000111358	GTF2H3	239346_at	0.4	0.013588903	3.467088337	0.1	0.28810313	1.187640527	-0.3	0.998683232	-2.288746495			
ENSG00000111361	EIF2B1	201632_at	-1.1	1.62E-05	-8.991082138	-1.1	4.49E-14	-12.49513633	0.1	0.998683232	0.54129502			
ENSG00000111364	DDX55	231843_at	-1.1	0.002764686	-4.509653151	-1	1.97E-06	-5.98263758	0.1	0.998683232	0.38904602			
ENSG00000111371	SLC38A1	218237_s_at	0.2	0.776437352	0.418549174	0.2	0.421838043	0.904309632				-0.1	0.985005991	-0.200432778
ENSG00000111404	RERGL	220276_at	0.2	0.248903186	1.538185178	0.2	0.020419774	2.618174536	-0.2	0.998683232	-1.333753661			
ENSG00000111405	ENDOU	206605_at	0.3	0.281594709	1.439533477	0.2	0.021285319	2.59956614						
ENSG00000111412	SPRING1	234983_at	-0.7	0.013317356	-3.479586859	-0.7	1.81E-06	-6.012257427						
ENSG00000111424	VDR	204254_s_at	0.2	0.669901586	0.610396996	0.2	0.398858429	0.947959681	0.2	0.998683232	0.724024575	0.1	0.959323474	0.439845086
ENSG00000111432	FZD10	219764_at	0.1	0.701643402	0.553880991	0.1	0.07416612	1.99837749						
ENSG00000111445	RFC5	213734_at							-0.1	0.998683232	-0.954185558			
ENSG00000111450	STX2	213434_at	-0.4	0.106321386	-2.148124712	-0.1	0.518475153	-0.732230145	0.3	0.955049488	2.959009208			
ENSG00000111452	ADGRD1	232267_at				-0.8	1.62E-04	-4.488522938	-0.5	0.998683232	-1.98566529	0.3	0.790739671	1.186456996
ENSG00000111481	COPZ1	222386_s_at				-0.1	0.122426381	-1.725710939	-0.1	0.998683232	-1.42700881			
ENSG00000111490	TBC1D30	213913_s_at	0.2	0.679217539	0.594370774	0.3	0.215871722	1.381614562	-0.1	0.998683232	-0.293376507	-0.1	0.930575777	-0.636088989
ENSG00000111530	CAND1	208838_at	-0.1	0.760939026	-0.446949276	-0.1	0.110172584	-1.785245363						
ENSG00000111536	IL26	221111_at	0.8	0.146665561	1.92635206	0.7	0.002320894	3.5143663						
ENSG00000111537	IFNG	210354_at	5.8	4.61E-05	7.862031844	5.9	1.04E-15	14.27321579	-0.2	0.998683232	-0.270332386	-0.3	0.959323474	-0.469587272
ENSG00000111554	MDM1	220397_at	0.2	0.437043348	1.059775192				-0.2	0.998683232	-0.736734497			
ENSG00000111581	NUP107	218768_at	0.4	0.005007999	4.112213271	0.4	2.93E-08	7.392114075	0.1	0.998683232	1.117548089			
ENSG00000111596	CNOT2	217798_at	-0.6	8.95E-04	-5.314061571	-0.4	2.78E-10	-9.018312832	0.2	0.998683232	2.058811689			
ENSG00000111602	TIMELESS	203046_s_at	-0.4	0.043883192	-2.72991871	-0.6	6.40E-07	-6.355672585	-0.2	0.998683232	-0.86304396			
ENSG00000111605	CPSF6	202469_s_at	-0.8	0.002275202	-4.643029965	-0.2	0.016182592	-2.721751024	0.5	0.709470846	3.8767955			
ENSG00000111615	KRR1	203202_at	0.7	1.16E-04	6.98082516	0.7	3.27E-12	10.69834868						
ENSG00000111639	MRPL51	223086_x_at	-0.3	0.040482596	-2.782014241	-0.4	1.09E-04	-4.626977771	-0.1	0.998683232	-0.543327992			
ENSG00000111640	GAPDH	AFFX-HUMGAPDH/M33197_3_at				-0.2	2.91E-04	-4.281379835						
ENSG00000111642	CHD4	201184_s_at	-0.4	0.006951245	-3.895532795	-0.4	8.16E-06	-5.50739755						
ENSG00000111644	ACRBP	223717_s_at	-0.1	0.557006157	-0.81650056	-0.3	0.035311262	-2.367053261	-0.2	0.998683232	-0.914726627			
ENSG00000111647	UHRF1BP1L	213118_at	-0.8	0.001441135	-4.967206012	-0.6	1.05E-06	-6.191400767	0.1	0.998683232	0.691209331			
ENSG00000111652	COPS7A	209029_at	-0.6	0.003548635	-4.338100498	-0.4	9.03E-08	-7.011176073	0.1	0.998683232	0.880437291			
ENSG00000111653	ING4	48825_at	-1.3	1.31E-05	-9.250097978	-1.3	5.84E-15	-13.43530833	0.1	0.998683232	0.308082773			
ENSG00000111664	GNB3	206047_at	0.2	0.217583099	1.638540704	0.3	7.76E-05	4.745199117						
ENSG00000111665	CDCA3	223307_at	-0.4	0.250089566	-1.534657687	-0.4	0.092833034	-1.878926302	-0.3	0.998683232	-1.114048739	-0.3	0.878888676	-0.863937682
ENSG00000111666	CHPT1	221675_s_at	-0.6	0.003604227	-4.326751968	-0.4	1.68E-06	-6.035993597						
ENSG00000111667	USP5	206031_s_at	-0.6	0.007701849	-3.827240843	-0.6	5.39E-08	-7.184881489						
ENSG00000111669	TPI1	213011_s_at				-0.2	0.006618281	-3.099653971						
ENSG00000111670	GNPTAB	212959_s_at	-0.5	7.43E-04	-5.451659998	-0.5	1.43E-10	-9.26143691	-0.1	0.998683232	-1.350559532			
ENSG00000111671	SPSB2	223580_at	-0.7	1.54E-04	-6.730290413	-0.9	5.19E-10	-8.790542444						
ENSG00000111674	ENO2	201313_at	0.3	0.295512497	1.399760088	0.1	0.725841558	0.40287479	-0.3	0.998683232	-1.282107809			
ENSG00000111676	ATN1	40489_at	0.4	0.00658859	3.930131571	0.3	9.60E-04	3.848618487						
ENSG00000111679	PTPN6	206687_s_at	-1.1	5.75E-04	-5.641212976	-1.4	4.27E-10	-8.86253614	-0.1	0.998683232	-0.195505634			
ENSG00000111684	LPCAT3	202793_at	-0.3	0.050474	-2.63758128	-0.3	0.001642072	-3.646564212	-0.1	0.998683232	-0.615910422			
ENSG00000111696	NT5DC3	218786_at	0.1	0.417103406	1.102537185	-0.2	0.139566009	-1.65007037						
ENSG00000111700	SLCO1B3	206354_at	0.1	0.62611518	0.689210618	0.2	0.015959467	2.727686831						
ENSG00000111701	APOBEC1	207158_at				0.1	0.165898453	1.546777325	-0.2	0.998683232	-1.306036954			
ENSG00000111704	NANOG	231079_at	0.2	0.201096823	1.696408848	0.2	0.00558254	3.168485933	-0.1	0.998683232	-0.426881773			
ENSG00000111707	SUDS3	224974_at	-1.1	1.48E-04	-6.767307943	-0.7	3.44E-11	-9.785640257	0.4	0.998683232	2.416187201			
ENSG00000111711	GOLT1B	218193_s_at	0.6	3.58E-04	6.019195052	0.9	1.51E-16	15.243537	0.1	0.998683232	0.923795387			
ENSG00000111716	LDHB	213564_x_at	-0.5	0.017369823	-3.313698721	-0.4	6.21E-07	-6.365827521	0.2	0.998683232	1.406952163			
ENSG00000111725	PRKAB1	201834_at	-0.4	0.063799777	-2.486443379	-0.4	3.38E-05	-5.031418963	0.1	0.998683232	0.653010925			
ENSG00000111726	CMAS	218111_s_at	-0.5	0.028804944	-2.997810409	-0.7	2.86E-06	-5.858077039	0.1	0.998683232	0.517884546			
ENSG00000111727	HCFC2	219484_at	0.5	0.004244836	4.219931205	0.7	9.15E-12	10.29349154	0.2	0.998683232	1.902180539			
ENSG00000111728	ST8SIA1	210073_at	0.7	0.070630787	2.419894408	0.7	4.40E-04	4.13343654	0.3	0.998683232	1.026124855	0.3	0.804778601	1.152309694
ENSG00000111731	C2CD5	212943_at	-1.2	1.65E-05	-8.961774745	-0.9	1.44E-11	-10.11758747	0.2	0.998683232	1.007351678			
ENSG00000111732	AICDA	219841_at				0.1	0.758000924	0.355813269	0.1	0.998683232	0.246511734			
ENSG00000111737	RAB35	221819_at				0.1	0.369613378	1.006370566	0.1	0.998683232	0.608402637			
ENSG00000111752	PHC1	225958_at	-0.2	0.120122449	-2.0671386	-0.2	1.97E-04	-4.420218713	-0.1	0.998683232	-0.616709777			
ENSG00000111783	RFX4	1552809_at	0.2	0.272428198	1.465996195	0.2	0.024073893	2.54441142	-0.1	0.998683232	-0.622232638			
ENSG00000111785	RIC8B	219446_at	-0.4	0.024616239	-3.097319995	-0.5	1.93E-06	-5.990037336	0.2	0.998683232	1.64961978			
ENSG00000111786	SRSF9	200044_at	-0.4	0.009512695	-3.691154932	-0.3	2.64E-06	-5.884419783	0.1	0.998683232	0.783816975			
ENSG00000111790	FGFR1OP2	233898_s_at				-0.1	0.151747725	-1.600242238	-0.1	0.998683232	-0.809078457			
ENSG00000111796	KLRB1	214470_at	0.1	0.825550598	0.328499735	0.6	0.096241905	1.859520711	-0.3	0.998683232	-0.713309602	-0.9	0.47806599	-2.038964982
ENSG00000111799	COL12A1	225664_at	0.1	0.533010638	0.861552976	0.1	0.070967121	2.021166179	0.1	0.998683232	0.774210815			
ENSG00000111801	BTN3A3	38241_at	-0.4	0.41932094	-1.097862622	-0.3	0.074935397	-1.992972626	0.2	0.998683232	0.731632701	0.1	0.924561728	0.654357969
ENSG00000111802	TDP2	202266_at	-0.4	0.178341384	-1.784446872	-0.4	0.00253779	-3.479928669	0.1	0.998683232	0.61027391			
ENSG00000111816	FRK	235924_at	-0.6	0.010766595	-3.614139179	-0.6	9.93E-04	-3.835798548	-0.1	0.998683232	-1.07341434	-0.3	0.829637758	-1.036694832
ENSG00000111817	DSE	218854_at	0.9	0.001799936	4.809929683	1.2	3.27E-10	8.958213213	0.2	0.998683232	0.893407482			
ENSG00000111832	RWDD1	219598_s_at				0.1	0.071350301	2.01842211	0.1	0.998683232	0.561620153			
ENSG00000111834	RSPH4A	233071_at	0.4	0.007542648	3.84051934				-0.1	0.998683232	-1.01571585			
ENSG00000111837	MAK	220302_at	0.9	0.001060967	5.190804239	0.6	3.24E-04	4.242973668						
ENSG00000111843	TMEM14C	223106_at	-0.4	0.003990285	-4.262262734	-0.4	1.65E-09	-8.37966056						
ENSG00000111845	PAK1IP1	218886_at	-0.5	0.048920989	-2.658558409	-0.5	7.51E-05	-4.756293996						
ENSG00000111846	GCNT2	230788_at							0.1	0.998683232	0.29516062			
ENSG00000111850	SMIM8	213314_at	-0.5	0.024487513	-3.100730878	-0.9	3.12E-10	-8.976274175	-0.3	0.998683232	-1.867411547			
ENSG00000111859	NEDD9	202149_at	0.9	0.011133869	3.59311285	0.5	0.026397628	2.501763165	-0.6	0.998683232	-2.282618944	-0.2	0.8846443	-0.830851676
ENSG00000111860	CEP85L	228007_at	0.2	0.278721641	1.447069563	0.3	0.016124792	2.723316573	0.3	0.998683232	1.215099698			
ENSG00000111863	ADTRP	229070_at	0.8	0.078092091	2.355564488	0.8	1.39E-04	4.540544379	-0.1	0.998683232	-0.433413331	-0.1	0.97573471	-0.338114028
ENSG00000111875	ASF1A	203428_s_at	-1	2.33E-04	-6.377843839	-1	2.36E-08	-7.465241642	0.1	0.998683232	0.323573299			
ENSG00000111877	MCM9	219673_at	-0.9	0.001739713	-4.832144985	-0.7	1.14E-09	-8.511686945	0.1	0.998683232	0.466250125			
ENSG00000111879	FAM184A	220150_s_at	0.4	0.240882978	1.561886945	0.5	0.001332342	3.725314657	0.4	0.998683232	1.44360697			
ENSG00000111880	RNGTT	204208_at							-0.1	0.998683232	-1.089667806			
ENSG00000111885	MAN1A1	221760_at	-0.2	0.297191413	-1.39448378	-0.2	0.008483688	-2.995338628	-0.1	0.998683232	-0.959754507			
ENSG00000111886	GABRR2	208217_at				0.1	0.254969973	1.271532967	0.1	0.998683232	0.615971591			
ENSG00000111897	SERINC1	208671_at				0.1	0.028583917	2.46483242	-0.1	0.998683232	-1.262743216			
ENSG00000111906	HDDC2	203259_s_at	-0.5	0.024651021	-3.096413542	-0.7	1.01E-07	-6.972705198	-0.3	0.998683232	-1.742946857			
ENSG00000111907	TPD52L1	203786_s_at	-1.5	0.022748154	-3.146818754	-0.8	0.087665461	-1.910043397	0.3	0.998683232	0.515869448	-0.4	0.939602593	-0.59870725
ENSG00000111911	HINT3	228697_at	-0.7	4.06E-04	-5.91734577	-0.8	1.60E-07	-6.817890106	0.1	0.998683232	0.60933787			
ENSG00000111912	NCOA7	225344_at	1.3	0.001208589	5.095470699	1.4	8.01E-09	7.833731695						
ENSG00000111913	RIPOR2	206707_x_at	0.5	0.397230982	1.148656042	0.7	0.003198774	3.389746479	0.2	0.998683232	0.491778873	-0.1	0.97573471	-0.340703616
ENSG00000111961	SASH1	226022_at	1.2	0.00105781	5.192905751	1	3.71E-07	6.536576712						
ENSG00000111962	UST	205139_s_at	0.4	0.084874739	2.301412863	1.1	1.55E-07	6.82962424	0.4	0.998683232	1.508849814			
ENSG00000111981	ULBP1	221323_at	-0.1	0.493732406	-0.940479457	0.3	0.008101691	3.014653417	0.3	0.998683232	1.824111761			
ENSG00000112029	FBXO5	218875_s_at	-0.2	0.492097127	-0.944003491	-0.1	0.376204809	-0.992977901	-0.1	0.998683232	-0.40643579			
ENSG00000112031	MTRF1L	225206_s_at	0.4	0.011432253	3.575524631	0.4	6.68E-09	7.895598204						
ENSG00000112033	PPARD	37152_at	0.2	0.519612173	0.887843977	0.2	0.237343204	1.319562931	-0.2	0.998683232	-0.683642766			
ENSG00000112038	OPRM1	207994_s_at	0.4	0.017222633	3.318644898	0.4	9.66E-05	4.669042291	-0.1	0.998683232	-0.584948505			
ENSG00000112039	FANCE	220255_at	-1.3	2.09E-05	-8.689532536	-1.4	2.26E-11	-9.947162138	0.1	0.998683232	0.425250769			
ENSG00000112041	TULP1	206705_at	0.3	0.084073215	2.307611989	0.3	3.53E-04	4.21274671	-0.2	0.998683232	-1.293529051			
ENSG00000112053	SLC26A8	237340_at	-0.1	0.760846967	-0.447178832	-0.2	0.084970412	-1.926350432	-0.2	0.998683232	-1.32518195			
ENSG00000112062	MAPK14	202530_at	-1.8	1.56E-06	-12.17086172	-1.8	6.90E-18	-16.89831428	0.2	0.998683232	0.91991441			
ENSG00000112077	RHAG	206146_s_at				0.3	7.04E-05	4.778487735	0.1	0.998683232	1.305101656			
ENSG00000112078	KCTD20	228299_at	-0.4	0.006792421	-3.910214523	-0.3	0.001025899	-3.823834426	0.1	0.998683232	0.75312102			
ENSG00000112079	STK38	202951_at	-1.3	2.64E-06	-11.30555746	-1	6.46E-14	-12.33752365	0.2	0.998683232	1.867322343			
ENSG00000112081	SRSF3	208672_s_at				-0.1	0.013320027	-2.804737931	0.1	0.998683232	1.113703593			
ENSG00000112096	SOD2	221477_s_at	1.5	0.002859377	4.486051339	1.5	5.29E-10	8.784151854	-0.2	0.998683232	-1.310115788	-0.1	0.985005991	-0.214472905
ENSG00000112110	MRPL18	217907_at	-0.7	0.005297897	-4.074722053	-0.6	2.24E-06	-5.940639632						
ENSG00000112115	IL17A	208402_at	0.2	0.272514529	1.465424486	0.2	0.015922054	2.728735113	-0.1	0.998683232	-0.948937907			
ENSG00000112116	IL17F	234408_at	0.4	0.084171089	2.306849543	0.8	2.76E-06	5.869433934	0.2	0.998683232	0.847020689			
ENSG00000112118	MCM3	201555_at	-0.7	0.00980453	-3.672464978	-0.8	1.71E-06	-6.029849674	-0.1	0.998683232	-0.398714204			
ENSG00000112130	RNF8	203160_s_at	-0.6	0.021531536	-3.180739381	-0.1	0.123870143	-1.718812924	0.6	0.737891813	3.815280198			
ENSG00000112139	MDGA1	238543_x_at	0.1	0.483145991	0.962552351	0.3	8.74E-04	3.883188953	0.1	0.998683232	0.833570972			
ENSG00000112144	CILK1	204569_at	-1.2	1.08E-05	-9.479349278	-1.2	8.53E-14	-12.21891566	0.2	0.998683232	1.257016652			
ENSG00000112146	FBXO9	212987_at	-0.6	6.98E-04	-5.496921053	-0.6	2.34E-15	-13.86903877						
ENSG00000112149	CD83	204440_at	0.9	1.04E-04	7.082830845	0.8	1.16E-16	15.37717631	-0.1	0.998683232	-1.921948571			
ENSG00000112159	MDN1	212693_at	-0.4	0.071269832	-2.414042103	-0.4	7.43E-04	-3.943032758						
ENSG00000112164	GLP1R	208401_s_at	0.1	0.690406674	0.573933006	0.3	4.55E-04	4.121627635						
ENSG00000112167	SAYSD1	218784_s_at	-0.6	0.003230939	-4.403705595	-0.7	3.30E-08	-7.351622532	0.1	0.998683232	0.628828552			
ENSG00000112175	BMP5	205431_s_at	0.2	0.370914232	1.208935967	0.1	0.248265637	1.289672312	-0.2	0.998683232	-1.139614412			
ENSG00000112182	BACH2	221234_s_at	0.5	0.455789223	1.020562373	0.9	0.012780783	2.8223441	0.2	0.998683232	0.439482209	-0.2	0.95909363	-0.505227991
ENSG00000112183	RBM24	235004_at	0.1	0.577247981	0.778985582	0.1	0.271392659	1.229306279						
ENSG00000112186	CAP2	212551_at				0.2	0.002774284	3.445128746	-0.1	0.998683232	-0.803436597			
ENSG00000112195	TREML2	219748_at				0.2	0.109097311	1.790684091	0.1	0.998683232	0.527413582			
ENSG00000112200	ZNF451	212557_at	-0.5	0.007339211	-3.858395994	-0.3	1.22E-04	-4.589399381	0.1	0.998683232	1.296335846			
ENSG00000112208	BAG2	209406_at	-0.3	0.184596647	-1.759850768	-0.7	1.82E-05	-5.239365932	-0.5	0.998683232	-1.880810752			
ENSG00000112210	RAB23	229504_at	-2.1	3.44E-05	-8.175145736	-2.2	2.65E-13	-11.72922507	-0.2	0.998683232	-0.446665923			
ENSG00000112212	TSPO2	215449_at	-0.1	0.706311728	-0.546173996	0.1	0.063452942	2.079164211						
ENSG00000112214	FHL5	1555191_a_at	0.2	0.351761564	1.254833794	0.2	0.035524535	2.364158851	-0.1	0.998683232	-0.864519353			
ENSG00000112218	GPR63	220993_s_at	0.3	0.114644002	2.097819945	0.2	0.017823628	2.67976875						
ENSG00000112234	FBXL4	235450_at	-2.1	1.60E-06	-12.12577616	-2	2.54E-21	-22.00886778	0.2	0.998683232	0.98731961			
ENSG00000112237	CCNC	201955_at				0.2	2.03E-06	5.973726552						
ENSG00000112238	PRDM13	221168_at	0.2	0.175006851	1.798799862	0.3	0.002354689	3.508730115						
ENSG00000112242	E2F3	203693_s_at	-0.3	0.115084662	-2.095315945	-0.1	0.443330321	-0.864712805						
ENSG00000112245	PTP4A1	240329_at	0.1	0.760295204	0.448266851	0.3	5.04E-04	4.084297793	0.1	0.998683232	1.032938524			
ENSG00000112246	SIM1	1552796_a_at	-0.1	0.56878933	-0.79465831	0.2	0.056071624	2.141726443	0.1	0.998683232	1.045180462			
ENSG00000112249	ASCC3	212815_at	0.1	0.479135584	0.971545234	0.1	0.471364284	0.814397016						
ENSG00000112273	HDGFL1	232680_at	0.2	0.324784915	1.322541158	0.2	0.052482388	2.175426168	-0.2	0.998683232	-1.475233729			
ENSG00000112276	BVES	228783_at	0.5	0.02495175	3.088877141	0.3	0.006415616	3.112750446	-0.2	0.998683232	-1.382197232			
ENSG00000112280	COL9A1	222008_at	0.1	0.751498381	0.465173827	0.3	6.53E-04	3.99013699	0.1	0.998683232	0.440091393			
ENSG00000112282	MED23	218846_at	-0.5	0.002971216	-4.460381916	-0.3	3.58E-04	-4.207814993	0.1	0.998683232	1.173027715			
ENSG00000112290	WASF1	204165_at	-0.7	0.273279385	-1.46303045	-0.8	5.93E-04	-4.025092475	-0.1	0.998683232	-0.3495732			
ENSG00000112293	GPLD1	238752_at	-2.1	1.91E-05	-8.785998669	-1.7	2.25E-12	-10.84999827	0.5	0.998683232	1.603001158			
ENSG00000112294	ALDH5A1	203608_at	-0.9	0.011282133	-3.583964264	-0.9	5.45E-07	-6.408998795	0.4	0.998683232	1.793526732	0.4	0.572302476	1.80737661
ENSG00000112297	CRYBG1	212543_at				-0.3	3.86E-05	-4.985534439						
ENSG00000112299	VNN1	205844_at	0.3	0.705974724	0.546852151				0.3	0.998683232	0.605496592	0.5	0.596644566	1.6892928
ENSG00000112303	VNN2	205922_at	-0.4	0.48142869	-0.966819912	-0.1	0.590519225	-0.614203815	0.3	0.998683232	0.845730332			
ENSG00000112304	ACOT13	204565_at	-0.8	0.002208154	-4.664316904	-0.8	5.14E-09	-7.985498786	-0.1	0.998683232	-0.546857654			
ENSG00000112305	SMAP1	218137_s_at	-0.7	0.001156491	-5.126246195	-0.5	8.10E-08	-7.046980018	0.1	0.998683232	1.297412497			
ENSG00000112308	C6orf62	208809_s_at				-0.1	0.124490586	-1.716051624						
ENSG00000112309	B3GAT2	239144_at	-0.1	0.797364933	-0.379779521	0.3	0.010859064	2.891859609	0.4	0.98132365	2.68968966			
ENSG00000112312	GMNN	218350_s_at	-0.7	5.50E-04	-5.676344361	-0.9	3.34E-09	-8.133523916	-0.1	0.998683232	-0.469546538			
ENSG00000112319	EYA4	207327_at				0.5	2.86E-04	4.287903937	0.4	0.998683232	1.789405167			
ENSG00000112320	SOBP	244279_at	0.2	0.124432802	2.041335914	0.4	8.32E-05	4.72056669	-0.1	0.998683232	-0.4601911			
ENSG00000112333	NR2E1	207443_at	0.2	0.279391937	1.445234497	0.2	0.023228911	2.560761222						
ENSG00000112335	SNX3	210648_x_at	-0.4	0.002741269	-4.515085317	-0.3	1.36E-10	-9.280295912						
ENSG00000112337	SLC17A2	207097_s_at				0.3	0.005245332	3.193680166						
ENSG00000112339	HBS1L	209314_s_at				-0.1	0.385157906	-0.974839809	-0.1	0.998683232	-1.104535095			
ENSG00000112343	TRIM38	203567_s_at				0.1	0.646729466	0.525239583						
ENSG00000112357	PEX7	205420_at	0.4	0.065539971	2.46902438	-0.2	0.12039526	-1.735221239	-0.5	0.886474406	-3.366767526			
ENSG00000112365	ZBTB24	205340_at	-0.8	1.52E-04	-6.743355343	-0.8	1.65E-08	-7.586447082	0.1	0.998683232	0.65504692			
ENSG00000112367	FIG4	203656_at	-1.1	3.11E-05	-8.276826635	-1	1.46E-13	-11.98412252	0.1	0.998683232	0.891524643			
ENSG00000112378	PERP	222392_x_at	1.9	1.42E-04	6.802644119	1.3	1.27E-09	8.472390526	-0.4	0.998683232	-1.568682052	0.2	0.859953309	0.950257852
ENSG00000112379	ARFGEF3	236037_at				0.2	0.046661743	2.233565238						
ENSG00000112394	SLC16A10	222939_s_at	1.3	0.062011291	2.50586213	1.8	3.00E-06	5.842755668	0.7	0.998683232	1.407617267	0.2	0.955237544	0.528771901
ENSG00000112406	HECA	218603_at	-0.4	0.006242714	-3.965441196	-0.4	5.87E-05	-4.841115627						
ENSG00000112414	ADGRG6	213094_at	-0.7	0.030614723	-2.959313805	-0.6	0.011213736	-2.878242182	0.1	0.998683232	0.252268096			
ENSG00000112419	PHACTR2	227947_at	0.2	0.217635706	1.638340097	0.5	1.34E-05	5.342509775						
ENSG00000112425	EPM2A	205231_s_at	-1.6	2.87E-06	-11.15589165	-1.5	1.53E-16	-15.23862673	0.1	0.998683232	0.318351986			
